Event #	Event Year	Event Day	Loss
410004579	888	27	14386.37738
410004580	888	27	13790319.86
410004581	888	27	25772337.56
410004582	888	34	14928.47287
410004583	888	36	73623.99256
410004584	888	84	19854.78172
410004585	888	86	16064.12799
920004775	888	266	91.85289283
410004586	888	293	34209.74601
920004776	888	293	5419.4936
920004777	888	307	296720.1952
920004778	888	310	59316.98033
410004587	888	346	1037623.327
920004779	889	65	31.15457676
920004781	889	314	264962.3678
410004588	889	337	19596.29023
410004589	889	356	19984.53723
410004590	890	16	9858186.096
920004782	890	67	26115.24388
920004783	890	81	177430.4466
920004784	890	87	218623.4605
410004591	890	279	130725.1058
410004592	890	297	23502.83365
920004785	890	331	47709.42812
920004786	891	260	3377.004976
920004787	891	269	26832.14298
920004788	891	345	173906.5734
920004789	891	350	5297897.534
410004593	891	355	14244.64961
410004594	891	363	2447483.278
410004595	892	33	1075210.567
920004790	892	70	755838.4335
920004791	892	73	4671812.922
410004596	892	75	66415.28937
920004792	892	167	1506.09937
920004793	892	207	340.2038494
410004597	892	362	29114.94374
410004598	893	4	13035.47625
920004794	893	6	65115.37749
920004795	893	17	842.6734751
410004599	893	46	9160673.14
410004600	893	61	1535492.27
920004797	893	267	57.96669209
920004798	893	269	334021.9847
410004601	893	301	279226.0091
920004799	893	328	2763.017891
920004800	894	16	4081242.179
920004801	894	56	142718.7443
920004802	894	256	42020.23922
920004803	894	259	4780.379155
410004602	894	278	18107.26487
920004804	894	293	73664.11868
920004805	894	319	1088814.141
410004603	894	361	15358.14146
410004604	894	363	16021.55062
410004605	895	5	357138.5689
410004606	895	8	193499.7435
410004607	895	27	15562951.68
410004608	895	28	13180077.18
410004609	895	29	1525500.255
920004806	895	261	246518.2425
920004807	895	290	16339.1438
920004808	895	337	30140.68812
410004610	896	42	17738.86635
920004810	896	45	668603.98
920004811	896	255	8612.401465
410004611	897	67	34056.22776
920004812	897	70	2389.663012
410004612	897	75	17530.43832
410004613	897	316	45413.53575
920004813	897	323	31227.10338
410004614	897	329	190324.6437
410004615	897	337	28705.39229
410004616	897	349	32453.2434
410004617	898	1	12332.58836
410004618	898	4	248691.0362
410004619	898	15	1027506.2
410004620	898	20	12369846.89
410004621	898	31	159110.1874
410004622	898	33	127095.4112
410004623	898	55	140310.0454
410004624	898	57	134280.9556
410004625	898	58	186275.9851
410004626	898	58	84564.61918
410004627	898	60	12602.32045
410004628	898	74	15717.90269
410004629	898	75	424516.4494
410004630	898	77	464738.4352
920004815	898	93	1495204.15
920004816	898	240	36878.39131
920004817	898	302	13475282.19
410004631	898	305	20650.50068
920004818	898	349	283521.2619
920004819	899	4	611.0936369
920004820	899	7	8661909.275
920004821	899	12	956.3926965
410004632	899	21	17797.14816
410004633	899	76	25744.01848
920004822	899	104	223.4421759
920004823	899	236	8308.072666
410004634	899	274	23208.92093
920004825	899	309	16571.61097
410004635	900	9	1138082.528
410004636	900	9	67671718.58
920004827	900	23	1412703.526
410004637	900	28	19708.81537
410004638	900	56	143548.9422
410004639	900	62	824661.0362
920004828	900	268	1705.779589
920004829	900	272	4277750.072
920004830	900	274	256514.8766
920004831	900	281	1494049.534
920004832	900	289	7912884.713
920004833	900	331	1309754.436
920004834	900	337	21607408.57
920004835	900	344	12409854.66
920004836	901	103	240978.3651
920004837	901	245	227.4203992
410004640	901	281	30743.01394
920004838	901	301	8.61658839
920004839	901	315	171961.1497
920004840	901	341	237054.2144
410004641	901	345	12800.47546
410004642	901	348	97314.07958
410004643	901	351	4106801.867
410004644	901	352	13323131.34
410004645	902	3	43466.18002
920004841	902	36	1864.536986
920004842	902	47	92348.33132
920004843	902	237	2697.371996
920004844	902	254	86726.64454
920004845	902	276	4944.66522
920004846	902	338	1810785.318
410004646	903	4	1633365.302
410004647	903	21	185925.9356
410004648	903	69	3001953.544
410004649	903	70	14770.84032
410004650	903	71	13827.72314
410004651	903	73	468507.3431
920004847	903	310	21535.07275
410004652	903	348	23118.76968
410004653	904	3	746476.6649
920004848	904	5	5089240.165
410004654	904	11	16427.73305
410004655	904	23	352528.3209
920004849	904	27	512.7566642
920004850	904	36	5584755.323
410004656	904	46	188241.0936
920004851	904	55	76127.04605
920004853	904	281	30059.74759
920004854	904	292	5549.687814
920004855	904	308	25713.69669
410004657	904	347	230509.8405
920004856	904	351	1082638.322
410004658	904	352	31056.49286
410004659	905	69	9040842.834
410004660	905	75	26391.30405
920004858	905	268	1013.199209
410004661	905	307	391173.002
410004662	905	318	12361.15216
410004663	905	319	4797317.447
410004664	905	354	697362.6392
910004664	905	354	14080.5125
410004665	905	365	149428.6352
410004666	906	14	156697.4761
410004667	906	17	152974.4228
410004668	906	19	324830.8521
410004669	906	53	161970.8192
920004859	906	62	3981496.305
410004670	906	67	709529.2937
410004671	906	68	13241.45981
410004672	906	69	314621.1345
410004673	906	71	340192.9924
920004860	906	82	35699.90786
920004861	906	227	1438.445682
920004862	906	277	101024.063
920004864	906	343	326869.3756
920004865	906	346	197246.8042
920004866	906	352	564649.6158
410004674	907	78	17266.92293
410004675	908	16	23173.81281
410004676	908	40	13147.99288
410004677	908	40	34929.38454
410004678	908	41	13240.14225
410004679	908	51	88626.51264
410004680	908	57	27708.57973
920004868	908	141	30302.73915
920004869	908	248	68859.30009
920004870	908	251	2458687.041
920004871	908	256	983.7911092
920004872	908	281	276027.6982
410004681	908	305	13497.86157
410004682	908	311	23106.97871
920004873	908	325	888772.1294
920004874	908	335	1729.10905
920004875	908	349	326176.8368
410004683	909	44	39234.56946
410004684	909	79	15570.99133
920004877	909	330	58951.83236
410004685	909	332	18974.21941
920004879	910	30	307957.9636
410004686	910	33	806783.9289
920004880	910	37	18702134.41
410004687	910	85	21132.46761
920004881	910	267	36437.76843
920004882	910	289	66821.0841
920004883	910	313	81983.7859
410004688	910	334	119225.6974
410004689	910	351	10834014.83
410004690	910	352	250724.5129
410004691	910	355	1039734.478
410004692	910	356	15651279.25
410004693	910	359	62155.53694
410004694	910	360	15691.73083
410004695	910	361	86621.90719
410004696	911	2	40176.46428
410004697	911	15	20329.10822
410004698	911	18	1415406.971
910004698	911	18	13064.62206
410004699	911	25	569251.9267
920004884	911	55	23655.51827
920004885	911	224	124579.1134
410004700	911	309	27374.53324
410004701	911	315	22605.31088
920004887	911	345	624609.9259
920004888	911	347	12336.37187
920004889	912	9	11913758.96
410004702	912	46	23570.62582
410004703	912	75	18259.77156
920004890	912	92	1600901.302
920004891	912	184	1008413.762
410004704	912	274	16365.62217
410004705	912	282	16610.21641
920004892	912	295	4603.944834
410004706	912	299	14677.21025
920004893	912	310	4403010.323
920004894	912	322	513438.3974
410004707	912	323	1108033.946
910004707	912	323	14072.32867
920004895	912	343	9562621.338
920004896	913	3	1710.708538
920004897	913	28	52709.33664
920004898	913	43	50742.61874
410004708	913	61	486552.2027
410004709	913	67	30265.91433
410004710	913	71	42744.23172
920004899	913	223	19595.09265
920004900	913	263	3818.812384
920004901	913	319	17015.65888
410004711	913	329	131223.1704
410004712	913	357	49257.19658
410004713	914	23	199783.2214
410004714	914	29	75932.96127
410004715	914	32	554138.5607
920004902	914	34	3455.912707
410004716	914	44	4939415.998
410004717	914	50	5670342.664
410004718	914	53	13288.48662
920004903	914	75	677.4416388
410004719	914	316	35630.42762
920004904	914	334	7497.464409
920004905	915	64	11379.04996
920004906	915	127	1742.914641
920004907	915	253	249453.4397
920004908	915	264	2819.670658
920004909	915	334	339174.7369
410004720	916	2	149556.2896
920004910	916	38	1548.465903
410004721	916	60	21288.19449
410004722	916	60	149406.9827
920004912	916	233	1283952.997
410004723	916	308	18996.05887
410004724	916	323	47697.5457
410004725	916	331	636411.6499
410004726	916	334	3528596.517
410004727	916	334	15944.47768
920004915	916	337	116578.1141
410004728	916	340	442373.3241
910004728	916	340	14151.6634
410004729	916	343	21026.61246
410004730	916	347	64309.2189
410004731	916	350	24766.05799
410004732	916	351	954363.0383
920004916	916	352	93083.45134
410004733	916	354	19762329.2
410004734	916	355	18583326.58
410004735	916	357	148430.2553
410004736	916	357	27005.81346
410004737	916	362	16157.04376
410004738	916	362	16235.61909
410004739	917	1	37529522.7
410004740	917	10	14356.02925
410004741	917	21	84478.86282
410004742	917	23	158777.2
410004743	917	25	1617116.799
920004917	917	28	5301.739451
410004744	917	29	14902.77026
410004745	917	39	55023.66919
410004746	917	43	14930.79898
410004747	917	44	105457.2769
410004748	917	50	303333.8526
410004749	917	68	26831.46624
410004750	917	84	763822.186
410004751	917	87	39829364.86
920004918	917	166	2319.616137
920004919	917	186	42621.737
920004920	917	195	710.2891422
920004921	917	214	233.5326138
410004752	917	353	19340.10731
920004922	918	3	17061.40481
410004753	918	62	52777.38532
920004923	918	132	253.1572167
920004924	918	264	1570.115775
410004754	918	304	19429.9514
920004925	918	314	2523.406652
410004755	919	8	2679022.05
410004756	919	9	206177.9597
410004757	919	10	2288179.752
410004758	919	12	11208952.3
920004926	919	22	119088.6189
410004759	919	35	12473.82695
410004760	919	56	321091.8081
410004761	919	289	20370.10519
410004762	919	303	28961.43141
920004927	920	79	56514.94681
920004928	920	205	1642.861845
920004929	920	222	199.6535372
920004930	920	252	4385.78182
920004931	920	281	5430.569587
920004932	920	304	29613.79153
410004763	920	314	806264.0168
410004764	920	329	20105.30589
410004765	920	339	76068.53853
410004766	920	341	12539.63157
410004767	921	1	15264.71319
410004768	921	24	221819.17
920004933	921	25	55113.35985
410004769	921	56	83424.44858
410004770	921	59	1549890.592
410004771	921	70	20089.74652
920004934	921	118	45535.74506
920004935	921	232	10189.96112
920004936	921	235	2312663.301
920004937	921	250	146363.2393
410004772	921	276	14510697.59
920004938	921	276	3508.035235
920004939	921	280	46098.65016
920004940	921	315	33004.78697
410004773	921	325	25629.48459
920004941	921	327	230542.3723
920004942	922	7	351051.3836
920004943	922	22	41191321.92
410004774	922	27	19701.924
920004944	922	29	2963154.621
410004775	922	84	21595.41251
920004945	922	297	7982099.194
920004946	922	312	144956.7912
920004947	922	333	4574583.104
410004776	922	348	5834416.131
410004777	922	349	15617.18401
920004948	922	355	336591.2686
410004778	922	365	193055.1678
410004779	923	5	174787.2802
920004949	923	9	8290977.877
410004780	923	11	156511.1597
410004781	923	13	67918.69496
920004950	923	16	1466066.576
410004782	923	18	13995.8699
410004783	923	53	13042.98341
920004951	923	59	122684.8753
920004952	923	135	17704.3269
920004953	923	156	85.35951927
920004954	923	234	137.3754187
920004955	923	252	14236.18163
920004956	923	298	186197.2249
920004957	923	329	1143354.344
410004784	923	339	22864.84175
410004785	923	339	22994.17032
410004786	923	341	21332.33848
410004787	924	11	107431.7289
410004788	924	59	36102.30496
920004959	924	100	11765.03178
920004960	924	193	798.9092709
920004961	924	251	139202.7771
920004962	924	269	77118.97235
410004789	924	288	1447047.917
920004963	924	296	8219.620395
920004964	924	343	24912.70491
410004790	925	5	158165.8313
410004791	925	32	447133.6821
920004965	925	61	165710.0121
920004966	925	304	26455.23211
410004792	925	327	20602.36661
410004793	926	18	25210.66767
410004794	926	83	43482.29806
920004967	926	144	14065.5082
920004968	926	180	39660.64965
920004969	926	182	190.3040314
920004970	926	196	140458.5032
920004971	926	201	12260.9522
920004972	926	218	51081.88978
410004795	926	344	4102230.555
410004796	926	357	181884.1746
920004973	927	15	6566.283779
920004974	927	32	1232.148557
410004797	927	68	1258491.169
920004975	927	71	3450.266401
920004976	927	222	13858.24664
920004977	927	287	6651.797906
920004978	927	349	5602.57795
920004979	928	10	74286.33779
920004980	928	294	31492346.44
920004981	928	301	5881103.421
920004982	928	342	873086.3107
920004983	928	351	5964245.038
410004798	929	46	17106.51735
920004984	929	190	1710.459253
920004985	929	211	12892.70907
410004799	929	293	21536.21695
920004987	929	298	102.8547849
920004989	930	36	17454.72315
410004800	930	84	250306.2622
920004990	930	263	6638.454464
410004801	930	305	310136.2714
920004992	930	343	9761.107478
920004993	930	347	234.702552
410004802	931	75	87234.02697
410004803	931	309	1739480.608
920004994	931	346	233273.1644
920004995	932	51	481021.8696
920004996	932	95	3117.415359
920004997	932	104	344968.6365
920004998	932	147	1811399.839
920004999	932	179	350.3275532
920005000	932	182	197964.9673
920005001	932	259	296557.327
920005002	932	307	1888.826475
410004804	932	309	42624.07262
920005003	932	330	113300.5274
920005004	933	31	20098.88143
410004805	933	42	18001.25184
920005005	933	287	15646.66412
410004806	933	313	25204.44475
410004807	933	321	14724.13176
410004808	933	329	45962515.84
410004809	933	332	28213.62105
410004810	933	365	320397.5158
410004811	934	3	33509.40141
410004812	934	7	14914.51468
410004813	934	8	80012.95211
410004814	934	9	1180382.208
410004815	934	11	6659305.297
410004816	934	39	793578.8549
410004817	934	41	2079207.887
410004818	934	47	21475634.66
410004819	934	69	98749.08763
920005007	934	70	11966.70392
920005008	934	96	480051.3345
920005009	934	100	12532374.02
920005010	934	175	48392.16313
920005011	934	318	228253.9786
920005012	935	14	36170.6738
410004820	935	18	298233.4731
920005013	935	21	1868.062021
410004821	935	34	306155.9434
410004822	935	40	2651918.076
410004823	935	72	207978.5388
920005014	935	206	9073.998041
920005015	935	243	6510.163607
920005016	935	257	691.5000807
920005017	935	287	10234.86092
410004824	935	329	205773.1338
410004825	936	5	52277.45414
410004826	936	12	153455.7232
410004827	936	13	285430.0257
410004828	936	27	81012.6418
410004829	936	31	74245.25708
410004830	936	33	3993790.986
410004831	936	53	282813.9171
410004832	936	56	15624.8517
410004833	936	56	147561.6808
410004834	936	67	253102.1703
410004835	936	71	435435.0736
920005018	936	279	100819.3669
920005019	936	285	860789.5175
920005020	936	353	48170.29512
920005021	937	8	615546.4955
920005022	937	19	4496.332407
410004836	937	38	21242.64535
410004837	937	59	18728.48025
920005024	937	232	116689.99
920005025	937	297	16486.13857
920005026	937	314	153957.9286
920005027	937	329	9416755.016
920005028	937	334	4825142.308
920005029	938	17	1396958.574
920005030	938	103	667.0378217
920005031	938	175	1072.794486
920005032	938	263	1652.889192
920005033	938	272	17097.46823
410004838	938	344	12948.2809
920005034	938	353	6449.535205
920005035	938	356	16948.73751
410004839	939	4	22009.68652
920005036	939	17	1668276.6
920005037	939	83	28301.63279
410004840	939	89	18851.50363
920005038	939	256	1016414.774
920005039	939	315	155546.9531
920005040	939	322	1115.784176
920005041	939	334	82402.20322
410004841	939	337	3605807.638
410004842	939	339	127918.4768
920005042	939	344	489875.1793
410004843	939	346	15886.06578
410004844	939	348	11814418.48
410004845	939	354	363581.4971
410004846	939	361	16111.38406
920005044	940	21	573533.2627
410004847	940	29	63488.78993
410004848	940	42	4780471.467
410004849	940	45	1783061.144
410004850	940	84	1016157.365
410004851	940	85	131181.985
920005045	940	140	2953.045812
920005046	940	230	37562.89716
920005047	940	285	354011.5358
920005048	941	7	94169.10216
920005049	941	28	7008.906044
920005050	941	50	9916.769519
410004852	941	65	17467.69002
920005051	941	141	7624.632705
920005052	941	169	27.9961861
920005053	941	244	1067.349134
410004853	941	275	14256.09408
920005054	941	311	144350.7749
410004854	941	315	38255.64464
920005055	941	321	22787.78106
410004855	941	346	36146.21624
920005056	941	354	18840.32001
920005057	941	356	197020.9727
920005058	942	7	28367.34464
920005059	942	28	7129.118778
920005060	942	188	1259559.539
920005061	942	291	1654044.261
920005062	942	302	10403.13176
920005063	942	304	519927.3869
920005064	942	317	154587.8942
410004856	942	327	66220.84501
920005065	942	337	9746.239584
920005066	942	346	4753.783937
410004857	943	9	16327.18933
920005068	943	45	428.1864989
410004858	943	56	18253.83609
410004859	943	62	86650.38429
410004860	943	68	361339.4639
920005069	943	160	2874.122735
920005070	943	258	29001.60749
410004861	943	291	13060.54248
410004862	943	308	26569.02735
920005072	943	349	49032.87135
920005073	944	10	4246.132467
410004863	944	36	23939.56926
410004864	944	45	16794.33673
410004865	944	55	124403.9429
410004866	944	86	18834.73711
920005074	944	281	2694.736893
920005075	944	300	70914.1507
920005076	944	305	16185.9985
920005077	944	310	3214014.617
920005078	944	350	77275.98893
410004867	945	15	134278.2401
410004868	945	16	48990.22956
410004869	945	25	13594.57854
410004870	945	33	9562763.578
410004871	945	33	564478.5224
410004872	945	33	304764.5308
410004873	945	35	5054083.28
410004874	945	36	148275.0382
410004875	945	36	1481704.083
410004876	945	39	122547.6797
410004877	945	41	67038.90897
410004878	945	42	1230524.229
410004879	945	43	4181143.051
920005079	945	43	18453.35552
410004880	945	50	303782.2066
410004881	945	50	5448850.074
410004882	945	55	2245542.312
410004883	945	65	14545.55718
410004884	945	81	8400514.96
410004885	945	84	25434.39346
410004886	945	86	104254.0642
410004887	945	90	20609.33205
920005080	945	104	283308.8147
920005081	945	118	60334.56367
920005082	945	135	14414.63498
920005083	945	185	3482.584713
410004888	945	282	25594.70462
410004889	945	283	59325.1386
410004890	945	283	105347.6082
920005084	945	292	3330126.935
920005085	945	301	4909456.79
410004891	945	309	1310694.24
410004892	945	311	19887.29106
410004893	945	323	13816.5054
410004894	945	326	61401.65928
410004895	945	338	15452.79653
410004896	945	345	93290.0542
410004897	945	354	14310.95071
410004898	945	355	1006884.135
410004899	945	364	6836614.987
410004900	946	10	66217.76446
410004901	946	10	15623.44761
410004902	946	11	1053899.065
910004902	946	11	13119.49429
410004903	946	17	216433.3723
410004904	946	19	9862528.51
410004905	946	26	105127.5749
410004906	946	32	509580.4468
410004907	946	33	4703429.948
410004908	946	35	77881255.76
920005086	946	50	487473.5238
410004909	946	69	72611.89662
410004910	946	79	908640.4794
410004911	946	83	179609.1176
920005089	946	274	174070.5009
410004912	946	285	23620.14282
410004913	946	298	13427.66188
410004914	946	300	15580.64849
410004915	946	318	2280665.775
410004916	946	328	14150.16561
410004917	947	4	549621.2004
410004918	947	6	735971.5995
410004919	947	9	6231431.338
410004920	947	10	49651.30894
410004921	947	17	14411.2138
410004922	947	22	6052407.677
410004923	947	33	3589433.004
410004924	947	54	101453.7981
920005090	947	268	1907076.123
410004925	947	333	57926.0802
410004926	947	346	72613.92988
410004927	947	352	569126.6617
410004928	947	352	3447809.087
410004929	947	364	14688.30344
410004930	948	1	1054349.286
920005091	948	2	574.8188368
410004931	948	5	809295.9222
410004932	948	7	584439.0124
410004933	948	8	1799485.874
920005092	948	15	1770.112087
410004934	948	23	333303.7872
410004935	948	26	43141.22761
410004936	948	29	240786.6952
410004937	948	30	10432112.3
410004938	948	32	1901817.039
410004939	948	38	18156.72396
410004940	948	45	17185.60768
410004941	948	50	14615.88562
410004942	948	50	192307.2428
410004943	948	59	65836.27736
920005093	948	61	113527.6165
410004944	948	62	234186.1877
920005094	948	166	77187.83558
920005095	948	231	14613.23943
920005096	948	237	8932.692831
920005097	948	330	14318.2729
920005098	948	337	4475.787147
410004945	948	356	41413.07654
410004946	948	359	1484047.166
410004947	949	14	66434.90803
410004948	949	47	15487.5142
410004949	949	47	14245.89541
410004950	949	65	242035.339
410004951	949	66	214056.1272
920005099	949	226	406.1987769
920005100	949	231	173307.7479
410004952	949	324	17082.11523
920005101	949	341	1535.322294
920005102	949	350	40380.90499
410004953	950	8	265011.8348
920005103	950	27	4124616.081
410004954	950	53	24793.87682
920005104	950	82	33451.27983
920005105	950	320	29977.21142
920005106	950	323	6069.664358
920005107	950	335	1746060.735
920005109	950	358	28115.26376
920005110	951	6	52561.37134
410004955	951	52	23055.71272
920005111	951	63	85182.38272
920005113	951	324	14129.19075
920005114	951	329	179714.6368
920005115	951	338	39348.71206
920005116	951	349	1435.694887
410004956	952	62	16661.39823
920005117	952	95	642701.4824
920005118	952	220	1223.786658
920005119	952	262	49820.44922
920005120	952	328	1643144.838
410004957	952	332	596988.4319
920005121	953	28	1929.694339
410004958	953	34	27422.13724
920005122	953	49	851807.2523
920005123	953	81	4652748.934
920005124	953	255	16089.56462
920005125	953	259	421301.569
920005126	953	267	42953.59303
410004959	953	275	516178.0449
920005127	953	275	49965.60497
920005128	953	283	49182.80641
410004960	953	295	5025717.427
920005129	953	299	2856622.177
410004961	953	307	1203810.629
920005130	953	312	955518.449
920005131	953	318	514744.65
920005132	954	14	100133.2917
920005133	954	20	122414.7178
920005134	954	32	687768.652
410004962	954	75	213419.4657
410004963	954	278	12326.71729
920005135	954	307	3024514.164
920005136	954	326	669451.6455
410004964	954	331	7382952.302
920005137	954	332	1906759.506
920005138	954	335	2617660.394
410004965	954	344	33560.26864
410004966	955	10	23042.37834
920005139	955	14	824.5736828
410004967	955	21	39444.7185
410004968	955	22	13566.15105
920005140	955	24	488.8097372
920005141	955	48	319268.5832
920005143	955	143	1901.516499
410004969	956	34	35185.94133
920005144	956	55	58209.1998
920005145	956	64	19554.60619
920005146	956	120	7276.445528
920005147	956	295	32050.63344
920005148	956	307	25216.22137
920005149	956	336	1674.438311
920005150	956	357	799900.1813
920005151	957	9	1006265.694
920005152	957	18	125216.3192
410004970	957	54	27080.3265
920005153	957	108	866058.2386
920005155	957	253	81.68100093
410004971	957	301	431655.8954
920005157	957	355	7461941.249
410004972	958	1	76778.39577
410004973	958	1	18965523.45
410004974	958	9	8338693.369
410004975	958	11	61175.21226
410004976	958	21	39458659.13
410004977	958	21	64820.82639
410004978	958	21	601636.2936
920005158	958	96	33661.14542
920005159	958	102	246111.5697
920005160	958	262	5930.850499
920005161	958	294	295521.0811
920005162	958	316	37580.40086
920005163	958	347	581696.8619
920005164	958	351	1647493.969
920005165	959	6	132980.8411
920005166	959	20	57232.61003
410004979	959	28	14410.38214
920005167	959	45	178.2394667
920005168	959	230	158896.7654
920005169	959	233	93.18468781
920005170	959	314	57454.47655
920005171	959	332	28366.9944
920005172	959	347	308270.7735
920005173	959	360	674.5010252
920005174	960	29	1575233.321
410004980	960	302	220339.4329
910004980	960	302	13463.66772
920005176	960	312	35366.85414
410004981	960	326	19763.23731
410004982	960	354	22435.10314
410004983	960	361	27501.35423
410004984	961	23	31052.52638
920005177	961	27	17490.37753
920005178	961	34	76743.58189
920005179	961	62	12136.57343
920005181	961	200	154606.3534
920005182	961	308	1554860.342
920005183	961	324	3456513.094
410004985	961	333	27213.32447
410004986	961	348	55028.42659
410004987	962	25	20668.19567
410004988	962	84	459447.646
410004989	962	85	862284.3528
920005184	962	94	11730.60828
920005185	962	258	57.90050923
920005186	962	261	211.5344128
920005187	962	265	1147.799161
410004990	962	327	12676.94752
410004991	962	334	31074.89766
410004992	962	338	127900.6697
410004993	962	339	369060.7126
410004994	962	350	17591.36906
410004995	962	353	3661991.335
910004995	962	353	15409.70467
410004996	962	358	2633528.664
410004997	963	4	190306.1744
410004998	963	11	104845.3067
410004999	963	12	31954.04657
410005000	963	16	36369.94677
410005001	963	21	218757.7663
410005002	963	22	34943.69904
920005189	963	45	6121.364859
410005003	963	47	1107289.634
410005004	963	49	4976962.746
410005005	963	60	21118.77979
410005006	963	72	167453.8322
410005007	963	76	1081440.103
410005008	963	77	708231.8627
920005190	963	181	4891.418403
920005191	963	186	1861.278391
410005009	963	277	12272.31238
920005192	963	277	32212.95238
920005193	963	288	452.8020949
920005194	963	301	50.89456605
920005195	963	311	8605.022956
920005196	963	328	2281.558255
920005197	963	331	102171.8952
410005010	963	356	56572.77722
410005011	963	359	107935.8559
410005012	964	7	19689.55272
410005013	964	13	176644.2976
920005198	964	16	173886.6738
410005014	964	19	433413.8358
920005199	964	19	3156477.369
410005015	964	24	44273.69483
410005016	964	30	282262.1527
410005017	964	63	19662.10845
920005200	964	240	31163.47267
920005201	964	243	76993.9023
920005202	964	248	50097.28146
410005018	964	283	26730.42718
920005203	964	297	138074.0461
410005019	964	299	12258.69406
920005204	964	309	57682.53853
410005020	964	325	18597.30543
920005205	964	342	68700.63352
920005206	964	346	635278.6346
920005207	964	349	14592792.48
920005208	964	359	130853.043
410005021	965	35	59076.62151
410005022	965	80	322241.5258
920005209	965	263	19872.79727
920005210	965	294	1028.58075
410005023	965	306	204971.2356
920005211	965	324	35.91718504
410005024	965	338	27273.11302
410005025	965	362	30509.28138
920005212	966	38	7621.541583
920005213	966	253	29322.5695
920005214	966	259	5258.034927
920005215	966	269	198217.7873
920005216	966	313	204.6338636
920005217	966	320	58682.09543
920005218	966	325	82220.77676
410005026	966	327	18698.59086
920005219	966	339	1341103.973
920005220	966	359	7537.666759
410005027	967	5	38461.94565
410005028	967	11	58681.62193
920005221	967	59	113623.4957
410005029	967	65	128242.1016
920005222	967	123	5109.407241
920005223	967	291	634467.8248
920005224	967	301	103137.1463
920005225	967	320	382.1680317
920005226	967	322	85718.24858
920005227	967	326	3231606.988
410005030	967	329	950880.4135
920005228	967	333	1311.023306
410005031	967	347	12905.87567
410005032	967	349	48383.82309
920005229	968	19	13115.15651
410005033	968	27	99614.17552
410005034	968	67	11388121.58
410005035	968	68	6497650.252
410005036	968	70	8758470.268
920005231	968	123	20200.14883
920005232	968	189	315094.8296
920005233	968	266	4691.898576
920005234	968	296	7813.820444
920005235	968	346	2501.697706
920005236	968	357	22723.61515
920005237	968	360	1128222.856
410005037	968	361	708923.9085
920005238	969	26	3328.286745
920005239	969	30	39616.7714
410005038	969	286	78765.5885
920005240	969	297	278974.878
920005241	969	320	9931.205167
410005039	969	329	3118374.779
920005243	970	199	124.0941444
920005244	970	221	2873.785876
410005040	970	348	22213.88568
920005245	971	58	22487.25946
920005246	971	88	159015.8467
920005247	971	193	41734.34804
920005248	971	212	499.1068405
920005249	971	324	12246.76361
410005041	972	3	156644.3956
410005042	972	39	2658498.323
920005250	972	298	10856.1746
410005043	973	3	404174.7992
920005251	973	27	34700.44983
920005252	973	33	1491628.298
410005044	973	34	113280.1004
410005045	973	87	470438.5302
920005253	973	228	295342.4468
920005255	973	324	2858.842798
920005256	973	331	24707.06746
920005257	974	15	24936.99732
920005258	974	59	141.993217
920005259	974	70	4180.620971
410005046	974	278	28958.22309
410005047	974	289	15543.62204
410005048	974	289	32606376.36
410005049	974	298	3012969.978
410005050	974	310	35546.69527
410005051	974	310	27627.02298
410005052	974	326	13416.97855
920005260	974	334	973921.2486
410005053	974	341	22139.01816
410005054	974	342	13633.94426
410005055	974	351	336206.1929
410005056	974	351	1659684.955
410005057	974	352	7972151.094
410005058	974	359	85754.79702
410005059	975	4	1271779.346
410005060	975	6	3550631.906
410005061	975	7	11151444.12
910005061	975	7	15151.88972
410005062	975	8	867781.6931
410005063	975	14	5279690.843
410005064	975	18	642877.1302
410005065	975	19	173631.3261
410005066	975	20	159464.4727
410005067	975	28	53817.31995
920005261	975	256	27010.28104
920005262	975	283	1665301.01
920005263	975	342	38862.09016
410005068	975	357	765295.025
410005069	976	3	20290.16731
410005070	976	21	19732.23357
410005071	976	41	330588.0655
410005072	976	46	2478188.61
410005073	976	47	2284596.94
410005074	976	53	45841.06879
410005075	976	69	7093904.927
410005076	976	76	271245.7308
920005264	976	230	82526.39247
920005265	976	254	2707.457707
920005266	976	315	1470.79729
410005077	976	343	173710.172
410005078	977	33	77596.61204
920005267	977	38	359.2926119
410005079	977	42	23229.64062
920005268	977	221	342429.5216
410005080	977	310	17448.12788
920005270	977	321	99887.18155
410005081	977	362	17737.62552
920005272	978	22	638856.7062
410005082	978	32	725055.4716
410005083	978	33	109941.456
410005084	978	71	17021.48542
410005085	978	74	14998.8137
410005086	978	85	332390.0259
920005273	978	127	35953.0401
920005274	978	247	2515.778681
920005275	978	252	60499.3977
920005276	978	327	498.5066567
920005277	978	332	39076464.7
920005278	978	340	8210.402509
920005279	978	354	615.4749575
410005087	979	23	661155.2659
410005088	979	46	40030.94853
920005280	979	267	36248.91698
920005281	979	272	81727.5351
920005282	979	280	27955.75012
920005283	979	282	13991.07426
410005089	979	299	13321.61292
410005090	979	307	15849.30881
410005091	979	329	782218.3449
410005092	979	330	24017.75081
410005093	979	337	8699609.06
410005094	979	339	29905.26321
410005095	979	340	24617.51089
920005284	979	343	21570.30685
410005096	979	348	1124918.715
920005285	979	354	1971729.485
410005097	979	357	634899.8789
410005098	979	358	4783134.618
410005099	979	358	1480643.727
